"","NumCom","CodeClient","Vendeur","PaysLivraison","VilleLivraison","DateCommande","Montant","Port"
"836",836,"Alfki","Dupont","Allemagne","Berlin","12-déc-91"," 4 229,00   "," 464,90   "
"837",837,"Ernsh","Tartempion","Autriche","Graz","13-déc-91"," 23 527,50   "," 2 392,75   "
"838",838,"Bergs","Obelix","Suède","Luleå","13-déc-91"," 5 322,50   "," 559,25   "
"839",839,"Linad","Tintin","Suède","Svenstavik","16-déc-91"," 9 691,90   "," 1 011,19   "
"840",840,"Tradm","Tintin","Royaume-Uni","London","16-déc-91"," 4 137,75   "," 438,78   "
"841",841,"Linad","Felix","Suède","Svenstavik","16-déc-91"," 1 056,00   "," 150,60   "
"842",842,"Suprd","Asterix","Belgique","Charleroi","17-déc-91"," 22 905,00   "," 2 297,50   "
"843",843,"Tortc","Dupont","Italie","Bologna","17-déc-91"," 4 875,00   "," 532,50   "
"844",844,"Victe","Felix","France","Lyon","18-déc-91"," 795,00   "," 79,50   "
"845",845,"Picco","Bill","Autriche","Salzburg","18-déc-91"," 3 675,00   "," 416,50   "
"846",846,"Quick","Bill","Norvège","Laurvig","18-déc-91"," 19 063,50   "," 1 934,35   "
"847",847,"Suprd","Spirou","Belgique","Charleroi","19-déc-91"," 5 560,00   "," 591,00   "
"848",848,"Savea","Felix","Etats-Unis","Boise","19-déc-91"," 24 659,60   "," 2 479,96   "
"849",849,"Consh","Tartempion","Royaume-Uni","London","20-déc-91"," 4 657,50   "," 482,75   "
"850",850,"Koene","Obelix","Allemagne","Brandenburg","20-déc-91"," 4 839,10   "," 494,91   "
"851",851,"Victe","Dupont","France","Lyon","20-déc-91"," 3 145,00   "," 356,50   "
"852",852,"Richs","Asterix","Royaume-Uni","London","23-déc-91"," 13 015,00   "," 1 341,50   "
"853",853,"Rattc","Bill","Etats-Unis","Albuquerque","23-déc-91"," 14 920,00   "," 1 514,00   "
"854",854,"Blaus","Obelix","Allemagne","Mannheim","24-déc-91"," 3 125,00   "," 336,50   "
"855",855,"Ernsh","Tintin","Autriche","Graz","24-déc-91"," 14 832,50   "," 1 527,25   "
"856",856,"Oldwo","Tintin","Etats-Unis","Anchorage","24-déc-91"," 11 139,45   "," 1 118,95   "
"857",857,"Antob","Tintin","Italie","Brescia","25-déc-91"," 3 300,00   "," 343,00   "
"858",858,"Bergs","Bill","Suède","Luleå","25-déc-91"," 10 241,05   "," 1 066,11   "
"859",859,"Lacor","Spirou","France","Versailles","26-déc-91"," 3 245,00   "," 364,50   "
"860",860,"Frank","Dupont","Allemagne","München","26-déc-91"," 5 393,45   "," 547,35   "
"861",861,"Franr","Tintin","France","Nantes","26-déc-91"," 2 595,00   "," 282,50   "
"862",862,"Whitc","Felix","Etats-Unis","Seattle","27-déc-91"," 17 617,00   "," 1 786,70   "
"863",863,"Lehms","Bill","Allemagne","Frankfurt a.M. ","27-déc-91"," 2 905,00   "," 306,50   "
"864",864,"Hildv","Felix","Suède","Uppsala","30-déc-91"," 2 205,75   "," 266,58   "
"865",865,"Arout","Felix","Royaume-Uni","Colchester","30-déc-91"," 1 410,00   "," 154,00   "
"866",866,"Quick","Spirou","Norvège","Laurvig","30-déc-91"," 81 937,50   "," 8 213,75   "
"867",867,"Bergs","Asterix","Suède","Luleå","31-déc-91"," 5 481,00   "," 578,10   "
"868",868,"Lonep","Milou","Etats-Unis","Portland","31-déc-91"," 492,00   "," 72,20   "
"869",869,"Queet","Tartempion","Royaume-Uni","London","01-janv-92"," 9 603,00   "," 1 009,30   "
"870",870,"Seves","Asterix","Royaume-Uni","London","01-janv-92"," 8 150,00   "," 825,00   "
"871",871,"Wolvh","Asterix","Royaume-Uni","London","01-janv-92"," 800,00   "," 116,00   "
"872",872,"Bonap","Obelix","France","Marseille","02-janv-92"," 9 896,15   "," 1 029,62   "
"873",873,"Godet","Asterix","Suède","Täby","02-janv-92"," 10 292,30   "," 1 029,23   "
"874",874,"Wilmk","Felix","Finlande","Helsinki","03-janv-92"," 1 684,00   "," 190,40   "
"875",875,"Godet","Asterix","Suède","Täby","03-janv-92"," 1 550,00   "," 180,00   "
"876",876,"Bergs","Felix","Suède","Luleå","03-janv-92"," 3 547,75   "," 354,78   "
"877",877,"Bonap","Tartempion","France","Marseille","06-janv-92"," 4 585,00   "," 503,50   "
"878",878,"Richs","Dupont","Royaume-Uni","London","06-janv-92"," 9 775,65   "," 1 004,57   "
"879",879,"Quick","Felix","Norvège","Laurvig","07-janv-92"," 7 695,00   "," 805,50   "
"880",880,"Wilmk","Tintin","Finlande","Helsinki","07-janv-92"," 3 056,50   "," 348,65   "
"881",881,"Folko","Tartempion","Suède","Bräcke","07-janv-92"," 7 500,00   "," 785,00   "
"882",882,"Cactp","Felix","Etats-Unis","Albuquerque","08-janv-92"," 750,00   "," 76,00   "
"883",883,"Savea","Felix","Etats-Unis","Boise","08-janv-92"," 4 463,20   "," 449,32   "
"884",884,"Lonep","Bill","Etats-Unis","Portland","09-janv-92"," 180,00   "," 23,00   "
"885",885,"Letss","Felix","Etats-Unis","San Francisco","09-janv-92"," 6 890,35   "," 720,04   "
"886",886,"Suprd","Milou","Belgique","Charleroi","09-janv-92"," 6 045,00   "," 640,50   "
"887",887,"Hanop","Dupont","Royaume-Uni","London","10-janv-92"," 15 637,50   "," 1 583,75   "
"888",888,"Galed","Bill","Espagne","Barcelona","10-janv-92"," 350,00   "," 81,00   "
"889",889,"Godet","Dupont","Suède","Täby","13-janv-92"," 3 025,00   "," 336,50   "
"890",890,"Rattc","Obelix","Etats-Unis","Albuquerque","13-janv-92"," 56 900,00   "," 5 697,00   "
"891",891,"Dumon","Tartempion","France","Nantes","13-janv-92"," 4 300,50   "," 469,05   "
"892",892,"Lehms","Tartempion","Allemagne","Frankfurt a.M. ","14-janv-92"," 1 844,65   "," 192,47   "
"893",893,"Maisd","Felix","Belgique","Bruxelles","14-janv-92"," 10 450,00   "," 1 088,00   "
"894",894,"Koene","Obelix","Allemagne","Brandenburg","15-janv-92"," 27 510,55   "," 2 774,06   "
"895",895,"Savea","Dupont","Etats-Unis","Boise","15-janv-92"," 13 765,50   "," 1 384,55   "
"896",896,"Ernsh","Tintin","Autriche","Graz","15-janv-92"," 31 897,00   "," 3 200,70   "
"897",897,"Maisd","Tartempion","Belgique","Bruxelles","16-janv-92"," 3 752,50   "," 412,25   "
"898",898,"Hungo","Tintin","Canada","Vancouver","16-janv-92"," 54 176,20   "," 5 431,62   "
"899",899,"Oceaq","Felix","Etats-Unis","Aloha","17-janv-92"," 150,00   "," 63,00   "
"900",900,"Lillv","Asterix","Suède","Linköping","17-janv-92"," 612,00   "," 62,20   "
"901",901,"Wellt","Dupont","Royaume-Uni","Sevenoaks","17-janv-92"," 168,75   "," 42,88   "
"902",902,"Hildv","Felix","Suède","Uppsala","20-janv-92"," 4 672,50   "," 497,25   "
"903",903,"Folko","Dupont","Suède","Bräcke","20-janv-92"," 4 317,18   "," 477,72   "
"904",904,"Hanop","Tintin","Royaume-Uni","London","21-janv-92"," 4 660,25   "," 482,03   "
"905",905,"Whitc","Tintin","Etats-Unis","Seattle","21-janv-92"," 9 621,25   "," 966,13   "
"906",906,"Wellt","Obelix","Royaume-Uni","Sevenoaks","21-janv-92"," 1 710,00   "," 195,00   "
"907",907,"Wolvh","Felix","Royaume-Uni","London","22-janv-92"," 2 137,50   "," 257,75   "
"908",908,"Specd","Milou","France","Paris","22-janv-92"," 542,50   "," 73,25   "
"909",909,"Reggc","Felix","Italie","Reggio Emilia","23-janv-92"," 3 315,50   "," 371,55   "
"910",910,"Santg","Dupont","Norvège","Stavern","23-janv-92"," 3 350,00   "," 341,00   "
"911",911,"Wilmk","Dupont","Finlande","Helsinki","23-janv-92"," 2 264,50   "," 260,45   "
"912",912,"Godet","Tintin","Suède","Täby","23-janv-92"," 4 290,00   "," 468,00   "
"913",913,"Hungo","Spirou","Canada","Vancouver","23-janv-92"," 31 002,75   "," 3 129,28   "
"914",914,"Queet","Felix","Royaume-Uni","London","23-janv-92"," 3 843,75   "," 398,38   "
"915",915,"Queet","Milou","Royaume-Uni","London","24-janv-92"," 2 687,50   "," 292,75   "
"916",916,"Tortc","Spirou","Italie","Bologna","24-janv-92"," 2 697,50   "," 307,75   "
"917",917,"Rancv","Dupont","Etats-Unis","Tacoma","24-janv-92"," 3 433,50   "," 379,35   "
"918",918,"Romey","Felix","Espagne","Madrid","27-janv-92"," 1 829,45   "," 189,95   "
"919",919,"Bottm","Tintin","Canada","Tsawassen","27-janv-92"," 7 237,50   "," 763,75   "
"920",920,"Linad","Spirou","Suède","Svenstavik","27-janv-92"," 5 614,00   "," 571,40   "
"921",921,"Arout","Felix","Royaume-Uni","Colchester","28-janv-92"," 1 950,00   "," 216,00   "
"922",922,"Vaffe","Dupont","Danemark","Århus","28-janv-92"," 9 680,00   "," 1 000,00   "
"923",923,"Hanop","Asterix","Royaume-Uni","London","28-janv-92"," 3 712,50   "," 419,25   "
"924",924,"Lamai","Tartempion","France","Toulouse","28-janv-92"," 3 744,00   "," 397,40   "
"925",925,"Bergs","Tintin","Suède","Luleå","29-janv-92"," 9 178,50   "," 937,85   "
"926",926,"Hanop","Tintin","Royaume-Uni","London","29-janv-92"," 2 375,75   "," 250,58   "
"927",927,"Anatl","Felix","Italie","Verona","29-janv-92"," 2 572,00   "," 289,20   "
"928",928,"Lacor","Felix","France","Versailles","30-janv-92"," 4 000,00   "," 434,00   "
"929",929,"Galed","Dupont","Espagne","Barcelona","30-janv-92"," 687,50   "," 91,75   "
"930",930,"Frank","Milou","Allemagne","München","30-janv-92"," 5 873,75   "," 609,38   "
"931",931,"Suprd","Felix","Belgique","Charleroi","31-janv-92"," 11 277,50   "," 1 151,75   "
"932",932,"Ricsu","Felix","Suisse","Genève","31-janv-92"," 3 996,00   "," 439,60   "
"933",933,"Bonap","Bill","France","Marseille","31-janv-92"," 8 943,15   "," 904,32   "
"934",934,"Islat","Milou","Royaume-Uni","Hedge End","31-janv-92"," 4 603,00   "," 481,30   "
"935",935,"Lehms","Tintin","Allemagne","Frankfurt a.M. ","03-févr-92"," 2 500,00   "," 274,00   "
"936",936,"Wellt","Felix","Royaume-Uni","Sevenoaks","03-févr-92"," 3 097,50   "," 339,75   "
"937",937,"Greal","Tintin","Etats-Unis","Eugene","03-févr-92"," 2 280,00   "," 263,00   "
"938",938,"Cactp","Tartempion","Etats-Unis","Albuquerque","04-févr-92"," 3 224,00   "," 368,40   "
"939",939,"Quick","Tintin","Norvège","Laurvig","04-févr-92"," 13 659,40   "," 1 377,94   "
"940",940,"Magaa","Spirou","Italie","Bergamo","04-févr-92"," 3 187,50   "," 331,75   "
"941",941,"Bonap","Bill","France","Marseille","05-févr-92"," 1 800,00   "," 221,00   "
"942",942,"Savea","Tartempion","Etats-Unis","Boise","05-févr-92"," 20 058,75   "," 2 012,88   "
"943",943,"Reggc","Obelix","Italie","Reggio Emilia","05-févr-92"," 2 800,00   "," 321,00   "
"944",944,"Bsbev","Felix","Royaume-Uni","London","05-févr-92"," 3 555,00   "," 361,50   "
"945",945,"Bottm","Milou","Canada","Tsawassen","06-févr-92"," 5 126,65   "," 553,67   "
"946",946,"Morgk","Felix","Allemagne","Leipzig","06-févr-92"," 1 225,00   "," 123,50   "
"947",947,"Vaffe","Dupont","Danemark","Århus","06-févr-92"," 7 037,50   "," 737,75   "
"948",948,"Bsbev","Tintin","Royaume-Uni","London","07-févr-92"," 1 100,00   "," 110,00   "
"949",949,"Godet","Tintin","Suède","Täby","07-févr-92"," 11 811,25   "," 1 182,13   "
"950",950,"Bottm","Spirou","Canada","Tsawassen","07-févr-92"," 22 110,00   "," 2 260,00   "
"951",951,"Magaa","Dupont","Italie","Bergamo","10-févr-92"," 550,00   "," 84,00   "
"952",952,"Ricsu","Obelix","Suisse","Genève","10-févr-92"," 2 293,80   "," 272,38   "
"953",953,"Alfki","Dupont","Allemagne","Berlin","10-févr-92"," 2 356,00   "," 277,60   "
"954",954,"Arout","Obelix","Royaume-Uni","Colchester","10-févr-92"," 22 206,25   "," 2 234,63   "
"955",955,"Linad","Asterix","Suède","Svenstavik","11-févr-92"," 8 297,70   "," 867,77   "
"956",956,"Folko","Bill","Suède","Bräcke","11-févr-92"," 372,00   "," 52,20   "
"957",957,"Blaus","Milou","Allemagne","Mannheim","11-févr-92"," 3 385,00   "," 363,50   "
"958",958,"Hildv","Bill","Suède","Uppsala","12-févr-92"," 8 813,50   "," 929,35   "
"959",959,"Oceaq","Tartempion","Etats-Unis","Aloha","12-févr-92"," 3 905,00   "," 418,50   "
"960",960,"Gourf","Milou","France","Paris","12-févr-92"," 658,75   "," 67,88   "
"961",961,"Hildv","Tintin","Suède","Uppsala","13-févr-92"," 3 498,03   "," 390,80   "
"962",962,"Queet","Bill","Royaume-Uni","London","13-févr-92"," 5 599,50   "," 572,95   "
"963",963,"Quick","Bill","Norvège","Laurvig","13-févr-92"," 17 920,00   "," 1 832,00   "
"964",964,"Fujo","Obelix","Portugal","Lisboa","13-févr-92"," 289,00   "," 48,90   "
"965",965,"Specd","Tintin","France","Paris","14-févr-92"," 10 262,50   "," 1 040,25   "
"966",966,"Oldwo","Milou","Etats-Unis","Anchorage","14-févr-92"," 4 240,00   "," 462,00   "
"967",967,"Chops","Felix","Suisse","Bern","14-févr-92"," 5 492,30   "," 549,23   "
"968",968,"Tomsp","Spirou","Allemagne","Münster","17-févr-92"," 4 552,00   "," 488,20   "
"969",969,"Ernsh","Dupont","Autriche","Graz","17-févr-92"," 7 040,00   "," 741,00   "
"970",970,"Comme","Dupont","Royaume-Uni","London","17-févr-92"," 540,00   "," 76,00   "
"971",971,"Bolid","Obelix","Suède","Halmstad","18-févr-92"," 1 120,00   "," 143,00   "
"972",972,"Franr","Spirou","France","Nantes","18-févr-92"," 8 665,30   "," 915,53   "
"973",973,"Lacor","Felix","France","Versailles","18-févr-92"," 1 257,50   "," 143,75   "
"974",974,"Lacor","Milou","France","Versailles","18-févr-92"," 1 457,75   "," 171,78   "
"975",975,"Splir","Tintin","Etats-Unis","Lander","19-févr-92"," 2 195,00   "," 250,50   "
"976",976,"Bottm","Dupont","Canada","Tsawassen","19-févr-92"," 3 587,50   "," 365,75   "
"977",977,"Hildv","Dupont","Suède","Uppsala","19-févr-92"," 4 560,00   "," 479,00   "
"978",978,"Folko","Bill","Suède","Bräcke","20-févr-92"," 11 165,00   "," 1 117,50   "
"979",979,"Maisd","Obelix","Belgique","Bruxelles","20-févr-92"," 6 516,00   "," 667,60   "
"980",980,"Ernsh","Bill","Autriche","Graz","20-févr-92"," 24 067,50   "," 2 414,75   "
"981",981,"Folko","Felix","Suède","Bräcke","21-févr-92"," 1 240,00   "," 143,00   "
"982",982,"Hanop","Dupont","Royaume-Uni","London","21-févr-92"," 3 604,50   "," 397,45   "
"983",983,"Bottm","Spirou","Canada","Tsawassen","21-févr-92"," 5 070,00   "," 524,00   "
"984",984,"Savea","Spirou","Etats-Unis","Boise","21-févr-92"," 37 842,00   "," 3 786,20   "
"985",985,"Savea","Dupont","Etats-Unis","Boise","24-févr-92"," 9 048,75   "," 926,88   "
"986",986,"Hungo","Spirou","Canada","Vancouver","24-févr-92"," 10 116,90   "," 1 056,69   "
"987",987,"Oceaq","Bill","Etats-Unis","Aloha","24-févr-92"," 11 100,00   "," 1 120,00   "
"988",988,"Eastc","Bill","Royaume-Uni","London","25-févr-92"," 13 860,00   "," 1 409,00   "
"989",989,"Rattc","Tintin","Etats-Unis","Albuquerque","25-févr-92"," 17 874,00   "," 1 829,40   "
"990",990,"Queee","Spirou","Royaume-Uni","Harrogate","25-févr-92"," 6 768,00   "," 699,80   "
"991",991,"Ernsh","Spirou","Autriche","Graz","26-févr-92"," 21 444,25   "," 2 181,43   "
"992",992,"Quick","Dupont","Norvège","Laurvig","26-févr-92"," 11 480,00   "," 1 157,00   "
"993",993,"Thebi","Dupont","Etats-Unis","Portland","26-févr-92"," 348,00   "," 73,80   "
"994",994,"Folko","Tartempion","Suède","Bräcke","26-févr-92"," 24 477,20   "," 2 451,72   "
"995",995,"Vaffe","Spirou","Danemark","Århus","27-févr-92"," 4 702,50   "," 512,25   "
"996",996,"Peril","Dupont","Italie","Milano","27-févr-92"," 5 980,00   "," 644,00   "
"997",997,"Quick","Felix","Norvège","Laurvig","27-févr-92"," 2 800,00   "," 316,00   "
"998",998,"Lillv","Bill","Suède","Linköping","28-févr-92"," 9 425,00   "," 991,50   "
"999",999,"Wolvh","Bill","Royaume-Uni","London","28-févr-92"," 3 430,00   "," 352,00   "
"1000",1000,"Ottk","Milou","Allemagne","Köln","28-févr-92"," 5 989,75   "," 634,98   "
"1001",1001,"Rattc","Spirou","Etats-Unis","Albuquerque","02-mars-92"," 4 518,75   "," 454,88   "
"1002",1002,"Folko","Spirou","Suède","Bräcke","02-mars-92"," 13 845,00   "," 1 402,50   "
"1003",1003,"Savea","Felix","Etats-Unis","Boise","02-mars-92"," 9 055,50   "," 938,55   "
"1004",1004,"Thecr","Tintin","Etats-Unis","Butte","02-mars-92"," 1 630,00   "," 207,00   "
"1005",1005,"Maisd","Tintin","Belgique","Bruxelles","03-mars-92"," 1 476,90   "," 151,69   "
"1006",1006,"Wilmk","Spirou","Finlande","Helsinki","03-mars-92"," 2 930,00   "," 309,00   "
"1007",1007,"Greal","Tintin","Etats-Unis","Eugene","03-mars-92"," 1 648,45   "," 197,85   "
"1008",1008,"Prini","Bill","Portugal","Lisboa","04-mars-92"," 13 169,50   "," 1 326,95   "
"1009",1009,"Ernsh","Tartempion","Autriche","Graz","04-mars-92"," 23 404,50   "," 2 377,45   "
"1010",1010,"Godet","Spirou","Suède","Täby","04-mars-92"," 3 082,50   "," 310,25   "
"1011",1011,"Reggc","Spirou","Italie","Reggio Emilia","05-mars-92"," 3 225,00   "," 322,50   "
"1012",1012,"Alfki","Tintin","Allemagne","Berlin","05-mars-92"," 4 667,50   "," 502,75   "
"1013",1013,"Frank","Dupont","Allemagne","München","05-mars-92"," 14 126,50   "," 1 452,65   "
"1014",1014,"Romey","Spirou","Espagne","Madrid","05-mars-92"," 1 805,00   "," 205,50   "
"1015",1015,"Linad","Spirou","Suède","Svenstavik","06-mars-92"," 1 215,90   "," 126,59   "
"1016",1016,"Santg","Spirou","Norvège","Stavern","06-mars-92"," 3 111,75   "," 323,18   "
"1017",1017,"Arout","Obelix","Royaume-Uni","Colchester","06-mars-92"," 2 457,50   "," 274,75   "
"1018",1018,"Ernsh","Obelix","Autriche","Graz","09-mars-92"," 33 750,00   "," 3 389,00   "
"1019",1019,"Lonep","Felix","Etats-Unis","Portland","09-mars-92"," 7 875,00   "," 790,50   "
"1020",1020,"Rancv","Milou","Etats-Unis","Tacoma","09-mars-92"," 380,00   "," 52,00   "
"1021",1021,"Ottk","Spirou","Allemagne","Köln","10-mars-92"," 3 162,00   "," 335,20   "
"1022",1022,"Quick","Tintin","Norvège","Laurvig","10-mars-92"," 31 531,20   "," 3 197,12   "
"1023",1023,"Hanop","Obelix","Royaume-Uni","London","10-mars-92"," 7 010,00   "," 705,00   "
"1024",1024,"Bsbev","Dupont","Royaume-Uni","London","10-mars-92"," 7 500,00   "," 760,00   "
"1025",1025,"Eastc","Felix","Royaume-Uni","London","11-mars-92"," 9 834,05   "," 1 014,41   "
"1026",1026,"Warth","Milou","Finlande","Oulu","11-mars-92"," 1 350,00   "," 142,00   "
"1027",1027,"Frans","Felix","Italie","Torino","11-mars-92"," 5 150,00   "," 539,00   "
"1028",1028,"Bottm","Dupont","Canada","Tsawassen","12-mars-92"," 4 388,65   "," 446,87   "
"1029",1029,"Koene","Spirou","Allemagne","Brandenburg","12-mars-92"," 10 800,00   "," 1 117,00   "
"1030",1030,"Chops","Felix","Suisse","Bern","12-mars-92"," 6 434,00   "," 649,40   "
"1031",1031,"Savea","Tartempion","Etats-Unis","Boise","13-mars-92"," 63 075,25   "," 6 340,53   "
"1032",1032,"Savea","Milou","Etats-Unis","Boise","13-mars-92"," 11 967,50   "," 1 214,75   "
"1033",1033,"Whitc","Spirou","Etats-Unis","Seattle","13-mars-92"," 44 512,50   "," 4 494,25   "
"1034",1034,"Ricsu","Tartempion","Suisse","Genève","13-mars-92"," 16 164,00   "," 1 619,40   "
"1035",1035,"Oldwo","Bill","Etats-Unis","Anchorage","16-mars-92"," 2 697,00   "," 275,70   "
"1036",1036,"Suprd","Spirou","Belgique","Charleroi","16-mars-92"," 8 772,50   "," 910,25   "
"1037",1037,"Drad","Bill","Allemagne","Aachen","16-mars-92"," 8 460,00   "," 848,00   "
"1038",1038,"Godet","Tartempion","Suède","Täby","17-mars-92"," 300,00   "," 57,00   "
"1039",1039,"Suprd","Dupont","Belgique","Charleroi","17-mars-92"," 3 663,00   "," 383,30   "
"1040",1040,"Linad","Dupont","Suède","Svenstavik","17-mars-92"," 15 450,00   "," 1 574,00   "
"1041",1041,"Greal","Felix","Etats-Unis","Eugene","18-mars-92"," 1 000,00   "," 101,00   "
"1042",1042,"Chops","Tintin","Suisse","Bern","18-mars-92"," 8 865,00   "," 908,50   "
"1043",1043,"Comme","Spirou","Royaume-Uni","London","18-mars-92"," 2 028,75   "," 239,88   "
"1044",1044,"Specd","Asterix","France","Paris","18-mars-92"," 1 050,00   "," 115,00   "
"1045",1045,"Wolvh","Felix","Royaume-Uni","London","19-mars-92"," 2 958,00   "," 317,80   "
"1046",1046,"Bottm","Milou","Canada","Tsawassen","19-mars-92"," 6 547,50   "," 685,75   "
"1047",1047,"Wandk","Bill","Allemagne","Stuttgart","19-mars-92"," 7 429,00   "," 775,90   "
"1048",1048,"Eastc","Tartempion","Royaume-Uni","London","20-mars-92"," 4 089,40   "," 411,94   "
"1049",1049,"Bottm","Tartempion","Canada","Tsawassen","20-mars-92"," 2 625,00   "," 297,50   "
"1050",1050,"Gourf","Tintin","France","Paris","20-mars-92"," 1 368,00   "," 169,80   "
"1051",1051,"Folko","Bill","Suède","Bräcke","23-mars-92"," 4 050,00   "," 408,00   "
"1052",1052,"Lamai","Tartempion","France","Toulouse","23-mars-92"," 180,00   "," 43,00   "
"1053",1053,"Hanop","Tintin","Royaume-Uni","London","23-mars-92"," 6 660,00   "," 692,00   "
"1054",1054,"Picco","Spirou","Autriche","Salzburg","23-mars-92"," 15 275,00   "," 1 538,50   "
"1055",1055,"Cactp","Bill","Etats-Unis","Albuquerque","24-mars-92"," 1 525,00   "," 165,50   "
"1056",1056,"Hildv","Tartempion","Suède","Uppsala","24-mars-92"," 8 637,50   "," 909,75   "
"1057",1057,"Eastc","Bill","Royaume-Uni","London","24-mars-92"," 18 700,00   "," 1 870,00   "
"1058",1058,"Norts","Tintin","Royaume-Uni","London","25-mars-92"," 225,00   "," 23,50   "
"1059",1059,"Blaus","Obelix","Allemagne","Mannheim","25-mars-92"," 4 290,00   "," 469,00   "
"1060",1060,"Richs","Spirou","Royaume-Uni","London","25-mars-92"," 9 190,00   "," 955,00   "
"1061",1061,"Frans","Spirou","Italie","Torino","26-mars-92"," 1 330,00   "," 170,00   "
"1062",1062,"Greal","Felix","Etats-Unis","Eugene","26-mars-92"," 2 550,00   "," 294,00   "
"1063",1063,"Reggc","Felix","Italie","Reggio Emilia","26-mars-92"," 2 032,00   "," 221,20   "
"1064",1064,"Hungo","Tintin","Canada","Vancouver","26-mars-92"," 6 714,75   "," 694,48   "
"1065",1065,"Savea","Dupont","Etats-Unis","Boise","27-mars-92"," 21 652,00   "," 2 197,20   "
"1066",1066,"Lillv","Bill","Suède","Linköping","27-mars-92"," 947,10   "," 104,71   "
"1067",1067,"Whitc","Tartempion","Etats-Unis","Seattle","27-mars-92"," 4 643,75   "," 484,38   "
"1068",1068,"Drad","Dupont","Allemagne","Aachen","30-mars-92"," 434,25   "," 53,43   "
"1069",1069,"Queet","Bill","Royaume-Uni","London","30-mars-92"," 10 135,40   "," 1 018,54   "
"1070",1070,"Tortc","Dupont","Italie","Bologna","30-mars-92"," 1 800,00   "," 216,00   "
"1071",1071,"Lehms","Spirou","Allemagne","Frankfurt a.M. ","31-mars-92"," 8 149,90   "," 852,99   "
"1072",1072,"Lillv","Dupont","Suède","Linköping","31-mars-92"," 2 422,50   "," 261,25   "
"1073",1073,"Ernsh","Felix","Autriche","Graz","31-mars-92"," 26 090,00   "," 2 646,00   "
"1074",1074,"Peril","Spirou","Italie","Milano","31-mars-92"," 1 500,00   "," 164,00   "
"1075",1075,"Simob","Tartempion","Danemark","København","01-avr-92"," 1 160,45   "," 127,05   "
"1076",1076,"Ricsu","Bill","Suisse","Genève","01-avr-92"," 2 490,50   "," 281,05   "
"1077",1077,"Bonap","Felix","France","Marseille","01-avr-92"," 3 963,75   "," 425,38   "
"1078",1078,"Rattc","Dupont","Etats-Unis","Albuquerque","01-avr-92"," 1 824,00   "," 206,40   "
"1079",NA,"","","","","","",""
"1080",NA,"","","","","","",""
"1081",NA,"","","","","","",""
"1082",NA,"","","","","","",""
"1083",NA,"","","","","","",""
"1084",NA,"","","","","","",""
"1085",NA,"","","","","","",""
"1086",NA,"","","","","","",""
"1087",NA,"","","","","","",""
"1088",NA,"","","","","","",""
"1089",NA,"","","","","","",""
"1090",NA,"","","","","","",""
"1091",NA,"","","","","","",""
"1092",NA,"","","","","","",""
"1093",NA,"","","","","","",""
"1094",NA,"","","","","","",""
"1095",NA,"","","","","","",""
"1096",NA,"","","","","","",""
"1097",NA,"","","","","","",""
"1098",NA,"","","","","","",""
"1099",NA,"","","","","","",""
"1100",NA,"","","","","","",""
"1101",NA,"","","","","","",""
"1102",NA,"","","","","","",""
"1103",NA,"","","","","","",""
"1104",NA,"","","","","","",""
"1105",NA,"","","","","","",""
"1106",NA,"","","","","","",""
"1107",NA,"","","","","","",""
"1108",NA,"","","","","","",""
"1109",NA,"","","","","","",""
"1110",NA,"","","","","","",""
"1111",NA,"","","","","","",""
"1112",NA,"","","","","","",""
"1113",NA,"","","","","","",""
"1114",NA,"","","","","","",""
"1115",NA,"","","","","","",""
"1116",NA,"","","","","","",""
"1117",NA,"","","","","","",""
"1118",NA,"","","","","","",""
"1119",NA,"","","","","","",""
"1120",NA,"","","","","","",""
"1121",NA,"","","","","","",""
"1122",NA,"","","","","","",""
"1123",NA,"","","","","","",""
"1124",NA,"","","","","","",""
"1125",NA,"","","","","","",""
"1126",NA,"","","","","","",""
"1127",NA,"","","","","","",""
"1128",NA,"","","","","","",""
"1129",NA,"","","","","","",""
"1130",NA,"","","","","","",""
"1131",NA,"","","","","","",""
"1132",NA,"","","","","","",""
"1133",NA,"","","","","","",""
"1134",NA,"","","","","","",""
"1135",NA,"","","","","","",""
"1136",NA,"","","","","","",""
"1137",NA,"","","","","","",""
"1138",NA,"","","","","","",""
"1139",NA,"","","","","","",""
"1140",NA,"","","","","","",""
"1141",NA,"","","","","","",""
"1142",NA,"","","","","","",""
"1143",NA,"","","","","","",""
"1144",NA,"","","","","","",""
"1145",NA,"","","","","","",""
"1146",NA,"","","","","","",""
"1147",NA,"","","","","","",""
"1148",NA,"","","","","","",""
"1149",NA,"","","","","","",""
"1150",NA,"","","","","","",""
"1151",NA,"","","","","","",""
"1152",NA,"","","","","","",""
"1153",NA,"","","","","","",""
"1154",NA,"","","","","","",""
"1155",NA,"","","","","","",""
"1156",NA,"","","","","","",""
"1157",NA,"","","","","","",""
"1158",NA,"","","","","","",""
"1159",NA,"","","","","","",""
"1160",NA,"","","","","","",""
"1161",NA,"","","","","","",""
"1162",NA,"","","","","","",""
"1163",NA,"","","","","","",""
"1164",NA,"","","","","","",""
"1165",NA,"","","","","","",""
"1166",NA,"","","","","","",""
"1167",NA,"","","","","","",""
"1168",NA,"","","","","","",""
"1169",NA,"","","","","","",""
"1170",NA,"","","","","","",""
"1171",NA,"","","","","","",""
